CASRN,LD50_avg,Toxic_avg-0,Toxic_avg-1,EPA_avg-1,EPA_avg-2,EPA_avg-3,EPA_avg-4
63233-53-4,0.24642749701385624,0.12862160307632348,0.8713783984236766,0.026319273558576904,0.6391806465177321,0.2882838158337303,0.046216267539960526
72239-29-3,0.05162611064082391,0.07713115009081828,0.9228688515091819,0.11128057264601028,0.6906502275603413,0.1793321173060005,0.01873708831264785
76932-60-0,-0.05733404789938497,0.5793538974474786,0.4206461030525211,0.03947750080711096,0.25223107057216626,0.2081634608568716,0.5001279733738512
93-05-0,0.2289505392839497,0.08184501478745992,0.9181549835125399,0.044112624273276495,0.743976760548593,0.17866393305015663,0.0332466832579737
99300-61-5,-0.25863223185414397,0.055283400357050164,0.94471660139295,0.0627086861933917,0.8448907714141279,0.07459272060983932,0.017807820972641105
116979-28-3,-0.024149280913794098,0.07214335334450059,0.9278566475404995,0.048381450270080034,0.8002070995677866,0.13568936137987828,0.015722095247255034
116979-32-9,-0.03822168743301201,0.0896453894663891,0.9103546138186107,0.06321713870286487,0.7595053161392965,0.15416248195835883,0.023115059549479747
127946-77-4,0.3810748015767055,0.14788176038622997,0.8521182394137702,0.16615416852857895,0.49456980897327496,0.2993363754087587,0.03993964960938761
14683-75-1,-0.3610537181738752,0.15124384345214728,0.8487561542978529,0.35104419400124953,0.26420128876201715,0.33414972232206597,0.0506047991146674
151327-08-1,0.41241176938811985,0.08715351319360966,0.9128464871563905,0.009678644996560163,0.8058902042241364,0.15959731858739393,0.024833826276909582
167375-26-0,0.5351512397504159,0.08412975936485079,0.9158702449351492,0.00831569234082669,0.8658030943548451,0.10093545352622317,0.024945761623104894
168152-70-3,0.4075029389897581,0.07238781330399428,0.9276121862960058,0.00868673248604467,0.8937642897320897,0.07770432971968531,0.019844656948180488
168152-74-7,0.5238981438056455,0.043637116003330055,0.9563628833216701,0.007492743017906806,0.9258812444635611,0.05361984526307854,0.013006168109953618
168152-78-1,0.45167584066511185,0.06040012539926385,0.9395998757207362,0.006852196988511641,0.9284422488311896,0.05040522877250107,0.014300323027797634
168152-82-7,0.56519027192857,0.09722188677032229,0.9027781141296778,0.012401352072056296,0.8420999813411882,0.09923656953841717,0.046262102598338344
168152-86-1,0.34094452250616625,0.07922939096475226,0.9207706129852478,0.009409034662795985,0.8908287148147938,0.08196193641434225,0.017800306471767745
168152-90-7,0.37771307885468053,0.09476269761844722,0.9052373034315527,0.010672541273315331,0.8518020621422064,0.1101345965781774,0.027390795331301128
168152-94-1,0.32743281895832693,0.08814094771583422,0.9118590506341657,0.00979826869461502,0.8787744554984803,0.09020154771548372,0.02122571998742099
168153-01-3,0.41284392651160395,0.13857610712569238,0.8614238965243075,0.014168840530998438,0.8130911246055277,0.1222964018308843,0.050443634420089645
2240-41-7,0.21435553595377987,0.1543976590424282,0.8456023411575717,0.07294745055140903,0.5394378757737746,0.3402445032524024,0.047370166222414044
2455-45-0,-0.560788781798345,0.08497382027574168,0.9150261802742585,0.49633780762027635,0.23494923648903052,0.24765198350180953,0.021060971588883752
33156-84-2,-0.07778750125848741,0.1150924505568572,0.884907550593143,0.14339113583230237,0.6644853816348884,0.16078248127619688,0.03134100410661239
50335-03-0,-0.5509302712224022,0.45991222688431427,0.5400877726156856,0.3684385824520423,0.13546211871711714,0.3305723673287091,0.1655269323521315
50765-75-8,0.01143887656640416,0.05751655201560261,0.9424834455843973,0.013545826033451464,0.7067369067139344,0.26511858401114835,0.01459868020646545
54941-76-3,0.44733395107798196,0.5683838418232259,0.43161615917677426,0.06308961448909339,0.17898253454276458,0.5631950948682172,0.19473275284992486
54941-82-1,0.526555670756698,0.39733110208645506,0.6026689004135449,0.02043180974232798,0.34036129764452805,0.4771973839254918,0.16200950943765222
6840-11-5,-0.08085566484770043,0.07755289533800734,0.9224471036119928,0.1480011017353258,0.6270026715844005,0.20543856895304127,0.019557654877232464
75272-39-8,0.14116058551308486,0.2988877520736775,0.7011122491263223,0.08741612493337993,0.2216563580855913,0.6004843349115051,0.09044317956952383
100-03-8,0.7064953396149412,0.2541251356998001,0.7458748638002,0.031779726998085095,0.3189065371773322,0.6021020914730058,0.04721164870157692
101190-60-7,0.31283437692452176,0.10256222363125196,0.8974377762687482,0.014239832278813319,0.08601096418285967,0.8685705930069625,0.031178605556364553
10308-13-1,0.10623786610563606,0.2703075670030265,0.7296924329969736,0.07396282112303161,0.16028763413379715,0.6672428749867435,0.098506671131428
106141-32-6,0.3462651432059681,0.18198364451561128,0.818016355284389,0.07276677385945154,0.21750554547838813,0.6422447796656638,0.06748290112149659
108288-02-4,0.6112748092533684,0.3340365130477458,0.6659634844522541,0.02311289436947842,0.2812395518138162,0.5745592006352324,0.12108835518147312
1118-68-9,1.087598439451576,0.5544088382983183,0.4455911622016817,0.03705701751880893,0.10463730230956352,0.5420854825294442,0.31622019874218343
113702-02-6,-0.01967734541982676,0.0969327825816455,0.9030672156183547,0.0467674861194439,0.2377996404930797,0.6811753962727789,0.03425747632969742
115816-67-6,0.4877616604242493,0.5066936464855726,0.49330635101442744,0.05954201609132824,0.16668970107669112,0.5532626348477818,0.22050564978419893
119646-52-5,0.17999027198084655,0.42930359345653535,0.5706964075434647,0.04057420249268853,0.23631553528934876,0.5124016773730348,0.21070859061492805
1242-28-0,0.34180194710923323,0.34900905803532284,0.6509909404646773,0.017143221606317614,0.3036632036906347,0.5841800635658876,0.09501351268216034
128143-07-7,0.20115514678544688,0.1592626807420294,0.8407373189079707,0.020298918003553663,0.20169487710232586,0.7223569901409105,0.055649217828210196
132971-59-6,0.8924495139420408,0.586287377430722,0.4137126205692779,0.0208000945231079,0.09607159071287039,0.6705804290266592,0.21254787443736248
138069-52-0,0.009313475268322519,0.44114561182382317,0.5588543886761768,0.12334800200093665,0.21052527451150455,0.46057463650845126,0.20555209102910754
1466-76-8,1.0107765471895829,0.5668415364308835,0.4331584650691164,0.008008983995740225,0.09096111248464608,0.7348847825461475,0.16614511815846628
149246-67-3,0.6421769924735775,0.2655902778329896,0.7344097241670104,0.02045257939303502,0.14794413548950067,0.6577253371479821,0.17387795168948222
1675-54-3,0.7736291615170124,0.6753675475983878,0.3246324554016122,0.005732768793799949,0.06199966331433345,0.8397080526206852,0.09255951707118162
189624-86-0,-0.24623038116295692,0.31305289974888695,0.6869471000511129,0.04722774488001845,0.41408115431035747,0.40886969063357703,0.12982140939104697
2019-05-8,0.3991305827951448,0.30147735237228424,0.6985226481277158,0.013455666451827173,0.34838333747648587,0.547406098999108,0.09075490188257879
20954-15-8,0.6156739963090263,0.24028826241341106,0.759711735586589,0.003965695502021631,0.024738087194056062,0.9220267592522651,0.04926945654865717
21709-39-7,0.6625553560475568,0.447527619747836,0.552472376252164,0.010310257652964831,0.2585494612656632,0.5981977846041843,0.1329424921921878
23047-25-8,0.35889915453092236,0.7090908999876236,0.29090909751237626,0.013697646508222921,0.09791391110246425,0.21837783163378455,0.6700106110955282
26095-59-0,0.4571960943285511,0.5088326162366353,0.4911673842633647,0.030702444174954796,0.11310386593376962,0.5898505247657603,0.26634315857551527
30507-70-1,1.4395578700499665,0.7909381858315936,0.20906180816840636,0.0056356642063724715,0.01687786013684487,0.35406761085380045,0.6234188696079822
30560-33-9,-0.10499153620551394,0.07321409734172195,0.926785903308278,0.11047771600916174,0.3749870192214302,0.4933194640940017,0.02121579402540642
32654-41-4,0.34242172060904347,0.06926400939807328,0.9307359880769269,0.02079950755595318,0.8357058094431571,0.12820293537570177,0.015291745225187859
34580-64-8,0.32951545888543754,0.13505797355805926,0.8649420240919407,0.013813476832810187,0.06246519003854152,0.8666580032015274,0.05706333125712091
34580-69-3,0.3046374976421951,0.0664636364548707,0.9335363624951294,0.010374815704809357,0.047688134112342975,0.911384508082094,0.030552544605753185
34580-74-0,0.33239804286308716,0.091878601011358,0.9081213989886422,0.009323146843481912,0.03929746284403039,0.9073315280426557,0.04404786458983205
34614-29-4,0.36050815598027935,0.07544951648561736,0.9245504821143827,0.00933501433416772,0.03725213083935123,0.9210540280986844,0.03235882657779664
34935-16-5,0.7990900137117973,0.47381339087297114,0.5261866121270289,0.009847995602498404,0.16488909905753663,0.7033047468179393,0.12195815811702568
36146-44-8,0.48330684820302566,0.3653751829955732,0.6346248150044267,0.025393650473650737,0.23745770178647585,0.5217249483221433,0.21542369696773017
39062-67-4,0.30721715337640754,0.3997366020580305,0.6002633994419695,0.012244937873675981,0.2913517960690109,0.6275789566569315,0.06882430728538157
40373-43-1,-0.1758866581414489,0.08387023146369563,0.9161297689363044,0.08375206266785866,0.3427511987854289,0.5426471005549206,0.030849637691791755
40374-18-3,-0.22541030945626978,0.0894848469118198,0.9105151528381802,0.05842504814781332,0.21427147968526056,0.679891744456295,0.04741172071063112
41817-54-3,0.6513384166546607,0.42614233772648163,0.5738576617735183,0.028690665573535418,0.13928518531551876,0.6138524887684116,0.21817165330753432
50765-72-5,-0.08290228423923197,0.062221825058010286,0.9377781764419897,0.01904399345142991,0.6784387046456243,0.2895653529261933,0.012951950401751969
50765-80-5,0.03723620189681025,0.06822086452506892,0.9317791359449312,0.0147136959419018,0.16838844007852097,0.7842967419100022,0.03260111865957478
50765-84-9,0.016845288781240454,0.10055950827080613,0.8994404908791939,0.05440719481110443,0.5563914304750376,0.3715605126946458,0.01764086356921226
50838-36-3,0.24307391368712122,0.46689191718032197,0.533108086819678,0.06686368337523121,0.16942204024086532,0.46995882195607086,0.29375545737783265
52-01-7,0.33575549779584135,0.7596839945835762,0.24031600271642367,0.029455943380189708,0.06963588824137887,0.5649255709500767,0.3359825979933548
5301-65-5,0.4249030036012503,0.3757811466615277,0.6242188498384726,0.2696030059821375,0.13003572479662612,0.4782962136179604,0.12206505620327604
55232-82-1,0.30778397476771524,0.25621513759693354,0.7437848633030667,0.012751930888716395,0.07570123367627249,0.8633253978286787,0.04822143758633244
56344-92-4,0.2825138031220594,0.1889129028724433,0.8110870948275567,0.011285379108543481,0.48554824660346274,0.45690933433531733,0.04625704005267679
5834-96-8,-0.3287368316456265,0.2262768537256321,0.7737231477743679,0.2669999253328798,0.4377930307523978,0.2273958075319747,0.06781124203274776
58955-81-0,0.4491242550507198,0.1337346593746864,0.8662653388253136,0.021426466789781575,0.2065003379688243,0.7172037245163061,0.05486946882508805
59673-82-4,0.7168122402786602,0.6967810354158875,0.30321896108411256,0.013858219632393828,0.05985019258308365,0.7377558264527905,0.18853576016173199
640-67-5,1.4311092116150461,0.725016788508688,0.274983209491312,0.028015073406722556,0.11384534859386433,0.299529378317946,0.558610204126467
64037-26-9,0.6430670351031891,0.11016361489562905,0.889836388054371,0.012650780791732544,0.2170566468177697,0.7318782788653736,0.03841429501012445
64951-30-0,0.38662901802155675,0.13213854641875805,0.8678614529812417,0.012309702005171615,0.028132368683024385,0.8843560862671334,0.0752018371846708
64951-35-5,0.46663598765233105,0.2133916303199753,0.7866083713800245,0.01206355239983883,0.044812437769803565,0.8284236700964112,0.11470034284394628
68274-52-2,0.669813733324209,0.3952598321877234,0.6047401703122766,0.013348786771582313,0.3966343487211552,0.49201025411287214,0.09800660961439031
7152-03-6,0.9641331441890962,0.6463023743662056,0.3536976246337944,0.009639214536337256,0.145319881781613,0.6239771399239397,0.22106376328811
73356-67-9,0.13186469756208305,0.2165980719352333,0.7834019263647667,0.04121084226778646,0.19403561395540664,0.6791941110940006,0.08555943028280623
74226-22-5,0.954538891837393,0.5255723354462106,0.4744276650537894,0.012209080292178338,0.0830092231030025,0.8287166339352915,0.07606506832952784
75274-13-4,0.7004248751471194,0.17688042496670578,0.8231195740332943,0.008568477126840604,0.027926388053163016,0.9009835792236469,0.06252154562134958
75274-17-8,0.6438361595199469,0.20996364503804724,0.7900363542119527,0.00853368536917648,0.024964356375137026,0.9028333616658812,0.06366859262980522
75274-21-4,0.6012060759632334,0.23355686012180493,0.7664431403781949,0.014157561919394443,0.060292277766328596,0.8361176028445219,0.0894325548797551
75274-26-9,0.5092889659698274,0.17663210779634259,0.8233678931036573,0.010961250299267866,0.032029408674040416,0.9064711199459934,0.050538221310698364
76874-95-8,0.3833279310532435,0.49679872031180716,0.5032012781881929,0.01781761902638606,0.15943600249219808,0.6628027313034588,0.15994364735795716
78-12-6,0.49510005385685824,0.48348522531879246,0.5165147796812077,0.05586558848596125,0.16381955733973702,0.5940625244250419,0.1862523284492599
78467-25-1,0.09840034425944384,0.06808669417566138,0.9319133052243387,0.018624776678770476,0.19631282046757043,0.7493068333213271,0.03575556799733223
78467-44-4,0.2313778513491877,0.12117592276196323,0.8788240752380367,0.01601401361301317,0.20175032592312764,0.7177339816076971,0.06450167756116214
78467-53-5,0.2523598048613741,0.15519630366163292,0.8448036972883669,0.012083784085937358,0.15587473383654682,0.7318261184171317,0.10021536435038422
78484-03-4,0.2172714606682479,0.16117689884346034,0.8388230998065396,0.023842763720057666,0.11311999017915828,0.7736710175912185,0.08936622815956542
79985-90-3,0.06646887590270904,0.15047400006245293,0.849525999437547,0.16251616305152244,0.5631244386294033,0.21686519891760483,0.05749420115146945
80086-34-6,0.5744916677599409,0.18522595737823774,0.8147740428217622,0.014201631464243783,0.11394038737963244,0.8122065230848892,0.05965145578623484
80087-02-1,0.4073196259737829,0.1312025722620236,0.8687974259879763,0.028621874301828488,0.11333766153291507,0.8167499481478911,0.041290522657365346
80463-72-5,0.4700118075619262,0.07355940210291072,0.9264405984970894,0.00824693330486677,0.0386311163829525,0.9318096095384549,0.02131233966872591
80464-03-5,0.4643741253502654,0.14343308225264903,0.8565669176473512,0.015122901135716158,0.07997522393593906,0.836008718999954,0.06889315908339091
80472-73-7,0.4531157230382122,0.08874475805077583,0.911255242899224,0.00984087870927271,0.050210536259706194,0.9115105303401219,0.028438057500899117
81479-65-4,0.5918942635670347,0.26880135510391867,0.7311986463960815,0.03631935435371307,0.054330249698365016,0.8074183136975339,0.10193208305538795
827-94-1,0.6580567032083486,0.43491869892640606,0.5650813025735939,0.0423423367018245,0.22894456649265282,0.6053748447707752,0.12333824828474745
85697-02-5,0.5124344187152385,0.20325089299624968,0.7967491080037503,0.029345746279569283,0.07886630071914473,0.8305915352280092,0.06119641357827702
86379-46-6,0.5120341604729248,0.7098871290060202,0.29011287099397975,0.017936586144118326,0.07815554016633731,0.4352471324209842,0.4686607418685603
939-97-9,1.0501986491861193,0.5256347588233214,0.4743652496766785,0.004890568437626408,0.07838041909657097,0.8308507508667329,0.08587826599406981
96719-44-7,0.345066039879655,0.12435089270217015,0.8756491082978298,0.015793315772608674,0.06558719861306853,0.855281795864055,0.06333768821526789
96719-48-1,0.3668672044862649,0.057860746435381985,0.9421392548146181,0.005227135944212855,0.04687926961405296,0.909971364988934,0.03792224005780033
96719-53-8,0.29013190667370375,0.05180132528448678,0.9481986750155136,0.0077754447676458005,0.04507663311811875,0.9120359282029437,0.03511199903129183
96719-61-8,0.3048666923624495,0.05677179411977727,0.9432282054802228,0.006027394223731388,0.04124977216439153,0.9174890831638107,0.03523374641306622
96719-66-3,0.2944328925781353,0.1026644771116959,0.897335523738304,0.008773376924018934,0.05253553779849716,0.894166991117413,0.044524097840070755
96719-70-9,0.2633202497768562,0.10500477834857129,0.8949952243514288,0.013145410111704494,0.05400562458167957,0.8898013392667886,0.04304763293982741
97106-80-4,0.30868314871955427,0.058022452333255405,0.9419775459167447,0.010546121576553946,0.04122313872773996,0.9166277344655318,0.031603008850174266
98-79-3,1.0938238608020079,0.8630258117904717,0.1369741843095283,0.019749198372582898,0.03904438943284637,0.7965736077572195,0.14463281180235127
98518-98-0,0.40550041823284166,0.039639739216663104,0.960360260133337,0.004332468679257887,0.030712681075107474,0.9392532421607986,0.025701612419836133
98519-04-1,0.3935219131206355,0.04306507224081564,0.9569349264591844,0.004827426438402108,0.04346907220626643,0.9316453917352787,0.020058109764052902
98519-16-5,0.28917792370879275,0.07194498597443089,0.9280550102255691,0.009316093567503604,0.050609444321026764,0.9097659361839631,0.030308525872506646
98519-45-0,0.2928769393110361,0.06584743849234573,0.9341525613076541,0.008752518963024213,0.04705147112672614,0.9160008253347047,0.028195181150544858
98532-67-3,0.3445568564090241,0.046450536809528584,0.9535494631404713,0.006517802660848093,0.058228157502050806,0.9026880993329478,0.03256594276415344
98532-75-3,0.3898121419060192,0.0352861894926268,0.964713812372373,0.00523754239483594,0.027567881234299152,0.9435055950369089,0.023688982688956077
98532-83-3,0.40441412886770695,0.04222280507928919,0.9577771938957109,0.0038349119671529748,0.035537793443715764,0.939574691482022,0.02105260406910912
666816-98-4,0.2988629137028612,0.24599719055140867,0.7540028109485915,0.10137548304855455,0.2307281600714824,0.5728473729752062,0.09504897265475697
100402-60-6,1.3185498796636097,0.7145043692180358,0.28549563178196424,0.01779228516969762,0.07034428517724732,0.4966974753743053,0.41516595159874986
10109-95-2,0.947005166984308,0.7979564795447229,0.20204352495527717,0.008632999151790161,0.07560408146809314,0.25132923774539523,0.6644336835682213
101708-04-7,-0.02211870624616199,0.5283643142680325,0.47163568273196754,0.057095502651277205,0.23044977538613357,0.6274947062036564,0.08496001545893266
102-04-5,0.9689012833590906,0.6645761576582391,0.33542384284176086,0.019446229862557843,0.059544173583797634,0.7650490525306742,0.1559605486479705
103201-78-1,0.845622499662079,0.6129238873546965,0.3870761131453034,0.036912272342944405,0.15743442303489646,0.5540374959369668,0.2516158097351923
104801-96-9,1.1248305393831388,0.8334266926952429,0.16657331230475708,0.022151976003574554,0.07084263129254026,0.3528141826084329,0.5541912095454522
105-74-8,1.401555713982211,0.9494643234692532,0.05053567613074707,0.006750149544394844,0.021327255937391574,0.46296097984274426,0.5089616127704693
106-94-5,0.8213808650403254,0.3883812587176417,0.6116187402823581,0.020039160391940137,0.19300351780271807,0.7078853715440545,0.07907194471128737
109-13-7,1.202025073439108,0.7626264784307274,0.23737352106927254,0.011671861143048187,0.05468810106738812,0.4991407623749614,0.4344992748196024
110-53-2,0.9397153355212018,0.6993478830146697,0.3006521142353303,0.01894506475270884,0.0871400976382863,0.7367464137149204,0.1571684248290844
111-05-7,1.0006529261667612,0.8468894820334432,0.15311051901655662,0.012414445498167115,0.06384405125005888,0.6486540903409319,0.2750874181258421
111696-23-2,0.6535147944361872,0.8931564180130621,0.10684358368693773,0.02156994809312869,0.023957455232991334,0.3079513301943117,0.6465212689495683
112-39-0,1.3857030976462432,0.9530424829976262,0.04695751495237417,0.006537054820020677,0.018551221710848696,0.4678238828421134,0.5070878402570173
112764-00-8,1.0910701130598104,0.8071856711890547,0.19281433031094516,0.02292414783086929,0.08715209515248522,0.38274849679486833,0.5071752621717773
114772-54-2,0.5458340413415058,0.5495534805996478,0.4504465199003519,0.07012931763593784,0.18352989453835672,0.6112275952916046,0.13511318933410082
116337-61-2,0.6296170706970603,0.8820254346705602,0.1179745687294399,0.006315958501170324,0.03560006879938119,0.9204135622645367,0.03767041480491177
116337-66-7,0.42097843101080484,0.8894038438130959,0.11059615618690392,0.007670917465062999,0.02917036244877403,0.9266923902368639,0.03646633175429912
116337-73-6,0.620055908143483,0.7970179591508786,0.20298204284912127,0.01058385170289727,0.05908028161732529,0.8892692936998101,0.041066579099967346
117570-93-1,0.5857637968047535,0.537339296911328,0.46266070458867203,0.017060117431097453,0.16785028842895355,0.6678242587351073,0.14726533518484172
119-80-2,0.879784115239995,0.7046493170452585,0.2953506824547415,0.01817848783779496,0.0949950488396338,0.5872267457299133,0.2995997187226579
120202-68-8,0.4373915449862181,0.19474650483891887,0.8052534939110811,0.031698842439516525,0.24430526835759742,0.6362941700842716,0.08770171755361464
122892-31-3,0.46928381950021814,0.40328605041492177,0.5967139505850783,0.014659290726131629,0.10353599723601488,0.795866749798838,0.08593796511401547
123172-47-4,0.6760346230142732,0.56353627882715,0.4364637236728502,0.018942269273092147,0.17978887040997202,0.7448296764100377,0.056439183681897986
123172-51-0,0.35565089887211404,0.8765987205904262,0.12340128040957381,0.01119956903297675,0.038966733884757784,0.89694558355866,0.0528881088686053
123172-55-4,0.6638725976204263,0.8599555163092196,0.1400444861907804,0.015183769383675374,0.05030516492098751,0.8868981585703619,0.04761291136497522
123172-60-1,0.41415674185816587,0.9210383229617186,0.07896167423828165,0.0076658362524773555,0.028464360791980663,0.9213806071522394,0.04248919208330265
123172-64-5,0.5657829940222616,0.9021611649853754,0.09783883511462475,0.009082312243529511,0.034297659943619205,0.8851360526987874,0.07148397371406404
125971-95-1,0.13377062137520562,0.49208192040100673,0.5079180800989933,0.0495032860805456,0.149338135144608,0.5898386567672349,0.21131991675761141
1262985-24-9,0.22473028636955106,0.7855232381043622,0.2144767624956379,0.03827096344800852,0.07462343854476486,0.7554420027395093,0.13166359661771726
128119-70-0,1.0056112224219926,0.7787427418998786,0.22125725610012145,0.010725457644022085,0.05907632999797535,0.5725488530143994,0.3576493632436032
131631-89-5,0.28927763688909736,0.3588705394133722,0.6411294600866277,0.015918459166722347,0.17581646894614628,0.6352980624673671,0.1729670058447644
133914-85-9,0.6342454067041124,0.31162505692443443,0.6883749410755655,0.043370284832417165,0.17169412334620673,0.6740404498836414,0.1108951471127346
137521-47-2,0.7636711714928388,0.8308912516372325,0.16910875036276737,0.01011290304038596,0.04086610560907645,0.8722126690632408,0.07680832338229707
137521-51-8,0.5611524950440991,0.8817825904411963,0.1182174071588038,0.013692458563580371,0.04135672609172863,0.8952781546400311,0.04967266343465978
137521-55-2,0.6283312605026306,0.8464551528886345,0.15354484936136542,0.007197191059865065,0.04967246496479674,0.8823965386353553,0.06073380798498307
137521-59-6,0.5598978370608643,0.9042553937564046,0.09574460674359545,0.013121608226603548,0.04053507431500619,0.8305946482525532,0.11574866740083704
137862-53-4,0.48658629303518197,0.41129106389946557,0.5887089321005343,0.014090496759385254,0.17217003476006293,0.7252142100373546,0.08852525687319736
141573-96-8,0.41569108984775927,0.3050153738533262,0.694984625646674,0.0814284517076335,0.19774103545768437,0.6230580252302919,0.09777248030439027
142646-10-4,0.3241822453421447,0.6316464033638702,0.3683535946361298,0.10325532166822135,0.10007605851651784,0.4334940941258753,0.36317452858938554
144-15-0,1.3559537262380492,0.9070480094081054,0.09295198834189465,0.011277678372271154,0.03865787133512586,0.4086803306820741,0.5413841206505291
144702-27-2,0.36400056694395794,0.44346899050862437,0.5565310094913755,0.021542721927559204,0.2662687555820326,0.5521599821607813,0.16002854059962673
1458-18-0,0.619769658393508,0.5944367454648896,0.4055632535351106,0.013398940418559827,0.12127892684267408,0.6445447336000485,0.22077739928371778
148040-04-4,0.47209859161177914,0.6089930083645182,0.3910069936354817,0.05339063682037596,0.09371181802095331,0.6491653038835921,0.2037322412450787
151390-79-3,0.29376557251071894,0.5342306573727547,0.46576934212724536,0.058808120799577646,0.09877120771152766,0.5518912192453855,0.29052944989350904
152264-72-7,0.49022554169715526,0.7178067716024941,0.28219322654750606,0.018105933166301807,0.12541618098298815,0.6990174804790431,0.15746040229166694
154212-59-6,0.07686270428950889,0.3803781850562048,0.6196218159437952,0.14000957177517565,0.2060236062310838,0.4487628607096135,0.20520396383412712
156755-23-6,0.2119220722989208,0.3961552029806944,0.6038447970193056,0.0831689076829145,0.18590255146969573,0.6174315488513137,0.11349699202107622
15993-42-7,0.6347429891945398,0.8607287049298226,0.13927129167017757,0.011732117435638314,0.03152931294519061,0.5290134897995139,0.4277250805296574
1624-62-0,0.7341176508264029,0.7480747793041523,0.2519252216958476,0.012785656633996065,0.08484712065573465,0.3807573882876743,0.521609843172595
1638-86-4,0.5795602759450464,0.3116839159250625,0.6883160832749375,0.0560743336564243,0.3892255740407611,0.44789852958896653,0.10680156851384821
17273-79-9,1.2727522140933736,0.797354066520245,0.20264593097975497,0.0049489743731630145,0.045503066755820706,0.8638752079866171,0.08567275028939907
176969-34-9,0.5801192714082555,0.43037633688643906,0.569623662613561,0.05823740255939358,0.15139888875417418,0.6617896412664399,0.12857406201999239
190442-10-5,0.6327854611900386,0.6762348089446604,0.3237651885553398,0.02042771910874463,0.1315043870501704,0.7338963303404253,0.11417156472065959
19444-84-9,1.1245015032573789,0.7115710767509451,0.2884289247490547,0.05243969117076831,0.13799797111623519,0.5874585735347686,0.22210376782822788
2002-29-1,-0.3221036382543049,0.7986782512953741,0.20132174845462597,0.08900678275630183,0.029824297787775213,0.7133903806954441,0.16777853313047866
20485-39-6,0.8354557294181166,0.4450070492617521,0.5549929487382477,0.026822996760776117,0.1092484438411028,0.7458672856359654,0.11806127776215578
